ID,"Source (Author, Title, & Details)",Melville Reference Codes
208,"Dibdin, Charles, Songs.","R: 192; WJ: 369, 419, 503, 545; BB: 192, 369, 377b, 503"
209,"Dick, A. L., steel engraving from a painting called ""The Ruins of Carthage” by William Linton, published in the New York Mirror (2 Jan. 1841). [*621] B:621? Dickens, Charles.","M: 92a; R: 139; MD: 92a, 139; P: 139, 504, 511c; B: 63, 265, 468"
210,"Dickens, Charles, American Notes (1842).","R: 531?; M: 143, 531; MD: 133, 294; P: 531?; CM: 531, 705"
211,"Dickens, Charles, House (1852-53). B: 671, 674b?;",MG: 512b See also 129.
-,Bleak,
212,"Dickens, Charles, The Life and Adventures of Martin Chuzzlewit (1843^14).","P: 181, 504b, 511c; CM: 95 [r 213a], 219, 440c, 487a, 504b, 705"
212a.,"Dickens, Charles, Nicholas Nickleby (1838-39). P:511c",
*213.,"Dickens, Charles, The Personal History and Experience of David Copperfield, the Younger (New York: Putnam, 1850). [*Sealts #181]",P: 418
<214.,"Dickens, Charles, The Posthumous Papers of the Pickwick Club (1836-37). [Sealts #182]","WJ: 481e?, 568; MD: 92b; Unspec: 123, 213"
-,Dictionary,"see 16, 50, 75, 123, 124b, 223a, 344, 380a, 400, 421, 544, 585, 622a, 651a, 687, 715, 751, 763."
215,"Di Lucca, Signor Gaudentio, The Memoirs of Signor Gaudentio di Lucca (1737).",M: 226
-,Sources 215a-225a,
215a.,"Diodorus Siculus, The Historical Library of Diodorus the Sicilian, trans. G. Booth (London, 1814), 2 vols. [*365a]",MD: 365a?
-,"Edited, with Memoir and Notes, by His Son, the Right Hon. B. Disraeli (London: Routledge [etc.], 1859). [*Sealts #186] B: 500a?;","Unspec: 183, 200, 504a"
*216.,"Diogenes Laertius, The Lives and Opinions of Eminent Philosophers ... Literally Translated by C. D. Yonge, BA. (London: Bohn, 1853). [*Sealts #183a]","MD: 165, 229; CM: 254, 481c; Unspec: 441, 557b"
*223.,"Disraeli, Isaac, The Literary Character; or, The History of Men of Genius, Drawn from Their Own Feelings and Confessions; Literary Miscellanies; and An Inquiry into the Character of James the First ... A New Edition, Edited by His Son, the Right Hon. B. Disraeli (London: Routledge [etc.], 1859). [*Sealts #187]","Unspec: 183, 265 216a."
-,"“Dirt-Eating,” American Magazine of Useful and Entertaining Knowledge, 2 (May 1836), 372. [*440c]",CM: 440c
-,"""Discursive Thoughts on Chowder”",see 747a.
-,"Disraeli, Benjamin.",M: 32; P: 181
217,"Disraeli, Benjamin, Alroy (1833).","P: 181, 511c"
218,"Disraeli, Benjamin, Contarini Fleming, a Psychological Romance (1832).","P: 181, 511c"
219,"Disraeli, Benjamin, Henrietta Temple (1837).","P: 181, 511c"
220,"Disraeli, Benjamin, Venetia (1837).","P: 181, 511c"
221,"Disraeli, Benjamin, Grey (1826-27).","P: 181, 511c"
-,Vivian,
<*222.,"Disraeli, Isaac, Curiosities of Literature ... A New Edition,",
223a.,"Dobson’s Encyclopaedia (Philadelphia, 1798). [*273b]",R: 273b?; Unspec: 273b?
224,"Doddridge, Philip, The Rise and Progress of Religion in the Soul (1745).",PMP: 621
-,"Dodge, Abigail R. [also referred to as Mary Abigail Dodge]",see 320.
<*224a.,"Dodsley, Robert, ed., A Select Collection of Old Plays: A New Edition: With Additional Notes and Corrections, by the Late Isaac Reed, Octavius Gilchrist, and the Editor (London: Prowett, 182527). [*Sealts #188]",R: 440a; WJ: 440a; Unspec: 440a
-,Dollar Magazine,see 330.
225,"Don Juan, by Wolfgang A. Mozart [opera],",M: 192?; WJ: 192?
225a.,"Donizetti, Gaetano, Lucia di Lammermoor [opera] (1835).",P: 651b; CDD: 180a
-,Sources 225b-237a,
225b.,"Donizetti, Gaetano, Lucrezia Borgia [opera] (1833).",P: 651b
226,"Donne, John, “Devotion XVII” in Devotions upon Emergent Occasions (1624).",MD: 229; Unspec: 158
227,"Donne, John, “The Ecstasy” (1633).",MD: 300
228,"Draper, John William, History of the Conflict Between Religion and Science (1875).",TIM: 489?
<*229.,"Dryden, John, The Poetical Works ... with Illustrations by John Franklin, 2d ed. (London: Routledge, 1854). [*Sealts #191] “Absalom and Achitophel”:",MD: 542
230,"Dryden, John, The State of Innocence, and Fall of Man (1677).",Unspec: 139?
*233.,"Eastlake, Sir Charles L„ Contributions to the Literature of the Fine Arts (London: Murray, 1848). [*Sealts #198]",MD: 574
234,"Eastlake, Sir Charles L., Goethe’s Theory of Colours (London: Murray, 1840). [*574]",MD: 574?
-,“Easy Chair” editorial essays,see 183a.
235,"Eckermann, Johann, Conversations with Goethe in the last years of His Life, translated from the German of Eckermann by Margaret Fuller (Boston, 1839). [*182]","MD: 146,178,182, 229, 407, 705a; P: 172b; Unspec: 303, 665, 705a"
-,Edinburgh 380a. Encyclopedia,see Edinburgh Journal: see 124a.
-,Dublin University Magazine,see 3b.
231,"Dumas, Alexandre, The Count of Monte Cristo (1844-45).","CM: 254, 440c, 504b"
<236.,"Edinburgh Review, or Critical Journal (Edinburgh [etc.], 1803-1929), vol. 41 (1824-25), vol. 47 (1828). [*Sealts #200]","Unspec: 212 See also 114, 359, 397, 577."
-,"Duncan, Archibald",see 476.
-,"Duncan, James F.",see 577a.
-,"Duyckinck, Evert A.",see 754.
232,"Dwight, Timothy, Travels in New England and New York (182122).","HHM: 581, 621; MD: 229; ATI : 135!, 503, 581, 621 237. “Editorial Notes.—American"
-,"Literature,” Putnam's Monthly Magazine, 4 (Sept. 1854), 338-44. [Sealts #413]",CM: 625
237a.,"Editorial re: the Colt Murder Case, Harper’s, 6 (1852-53),",
127,[Sealts #240; *534a] B:534a,
238,"Edmonds, John Worth, and George T. Dexter, Spiritualism (New York, 1853, 1855). [*512]",ATT: 512
239,"Edwards, Jonathan, A Careful and Strict Enquiry into the Modern Prevailing Notion, of that Freedom of Will which is supposed to be Essential to Moral Agency, Vertue and Vice, Reward and Punishment, Praise and Blame (1754).","MD: 300; P: 181; B: 328, 483, 534a, 619a"
240,"Edwards, Jonathan, Future Punishment of the Wicked (1741).",MD: 501
240a.,"Edwards, Jonathan, “The Nature of True Virtue” in Two Dissertations (1765). B: 619a",
241,"Edwards, Jonathan, “Personal Narrative” (written c. 1740).",LRM: 412
242,"Edwards, Jonathan, “Sinners in the Hands of an Angry God” (1741).","LRM: 267, 520"
-,"Ellens, Charles: Charles. see Ellms,",
*245.,"Ellis, William, Polynesian Researches, During a Residence of Nearly Eight Years in the Society and Sandwich Islands, “Harper’s Stereotype Edition” (New York: J. & J. Harper, 1833). [*480]","T: 127,133,133c, 178, 213, 228, 460, 512c; 0:17, 83, 127, 133!, 178, 183, 213, 228, 439a, 461, 480!; M: 127!, 133, 178, 198, 213, 226!, 228, 287, 365a, 488, 576d; Unspec: 571"
245a.,"Ellms, Charles, The Pirates’ Own Book (1837).",R: 212
245b.,"Ellms, Charles, Shipwrecks and Disasters at Sea (1836).",R: 212
246,"Elton’s Songs and Melodies for the Multitude; or Universal Songster (New York, c. 1840). [*165]",MD: 165?
-,"Emerson, Ralph Waldo.","M: 18, 129, 226, 365, 385a; MD: 50, 229, 291b, 300, 345a, 385a, 407, 427, 661; P: 129,172b, 181, 365; CM: 254, 265; BP: 75; JM: 385a; BB: 385a, 646a; Unspec: 139, 146, 251, 291b, 378, 398, 541, 686b"
246a.,"Emerson, Ralph Waldo, ""The American Scholar” (1837). P:486a",
<*247.,"Emerson, Ralph Waldo, The Conduct of Life, 2d ed. (London: Smith, Elder, 1860). [*Sealts #203]","P: 181; Unspec: 128!, 179, 251, 333, 365, 580, 686b, 705a"
248,"Emerson, Ralph Waldo, “Divinity School Address” (1838).","P: 576c, 634"
<*249.,"Emerson, Ralph Waldo, Essays, [4th ed.] (Boston: Munroe, 1847). [*Sealts #204]","M: 669; MD: 229, 402, 444, 669; P: 172b, 576c, 669; CM: 133b, 161, 249, 254, 440c, 499, 504b, 705; BP: 251; Unspec: 128!, 133c, 161, 183, 229, 251, 365, 442a, 504a, 669"
<*250.,"Emerson, Ralph Waldo, Essays: Second Series, 3d ed. (Boston: Munroe, 1844). [*Sealts #205]","P: 481b, 669; TP: 352; CM: 504b, 629, 669; WW: 440f; Unspec: 128!, 133c, 139, 161, 254, 334, 504a, 541, 580, 629, 669"
250a.,"Emerson, “The Heart.’’",P: 504d?
-,"Ralph Waldo,",
250b.,"Emerson, Ralph Waldo, “Lectures on the Times” (184243).",P: 504d
250c.,"Emerson, Ralph Waldo, “Natural History of Intellect” (first mentioned as a topic by Emerson in 1848, delivered as a lecture in 1870, and published in 1893).",P: 504d??
-,"Emerson, Ralph Waldo",see also 579.
256,"""The Enchanted Mule,” Putnam’s Monthly Magazine, 2 (Aug. 1853), 147-50. [Sealts #413]",TP: 331?
-,Encyclopedia,see Dictionary.
-,Encyclopedia Britannica,see 622a.
-,“The English Mail-Coach”,see 204. 256a. “The English in Afghani¬
-,"stan,” North American Review, 55 (July 1842), 45, 70-71. [*475a]",MD: 475a?
-,The English Reader,see 513.
251,"Emerson, Ralph Waldo, Nature (1836).","M: 576d; MD: 661; P: 504d; PMP: 514; CM: 161 [r 499], 265"
*252.,"Emerson, Ralph Waldo, Poems, 7th ed. (Boston: Phillips, Sampson, 1858). [*Sealts #206]","BP: 669; C: 461b, 669; WW: 213, 440f; MP: 213"
253,"Emerson, Ralph Waldo, “The Problem,” quoted in review of Poems, by R. W. Emerson, Literary World, 1 (3 April 1847), 197. [*669]","TP: 566, 669"
254,"Emerson, Ralph Waldo, Representative Men (1850).","MD: 229, 669; IP: 559; CM: 365a, 440c; BB: 646a; Unspec: 686b, 693b"
255,"Emerson, Ralph Waldo, “The Transcendentalist” (1843).","MD: 686b; P: 576c, 622a; B: 496, 563; TIM: 525"
257,"Epictetus, Discourses (published in Greek, 1535; in English, 1758).","P: 143; CM: 143, 254; C: 143"
258,"Epitome of the History of Philosophy, translated from the French by C. S. Henry, in Harper’s Family Library (New York: Harper, 1842). [Sealts #211; *143]",Unspec: 143
258a.,"Erasmus, Desiderius, The Praise of Folly (1509). MP: 377b ""An Excursion to Canada”",see 709.
-,Evangelical Magazine and Gospel Advocate,see 156a.
*258b.,"Evans, John, Shakspeare's Seven Ages: or, The Progress of Human Life; Illustrated by a Series of Extracts in Prose and Poetry, Introduced by a Brief Memoir of Shakspeare and His Writings .. . Sources 258b-Z66b Embellished with Eight Copperplate Engravings (London: Arnold, 1831). [*Sealts #209]",Unspec: 440a
-,Every Saturday: A Journal of Choice Reading Selected from Foreign Current Literature,see 25a. 259. “An Execution at Sea. A
-,"Sketch,” Knickerbocker, 8 (March 1836), 285-88; reprinted in other periodicals, including Yeoman’s Gazette (Concord, Mass., 23 April 1836), 1. [*277]",BB: 277?
259a.,"""Execution at the Yard Arm,” New York Tribune, with editorial comment from the Lynn News (Lynn, Mass.), vol. 2, no. 44 (30 Oct. 1846), 2. [*517a]",BB: 517a?
*260.,"""Facts and Opinions” [anecdote about the Duke of Wellington, Lord Warden of the Cinque Ports], Literary World, 6 (29 June 1850), 642. [*Sealts #326]","MD: 182!, 229"
261,"Falconer, William, The Shipwreck (1762).",MD: 143; TIM: 377b
262,"Fanning, Edmund, Voyages round the World (New York, 1833).","T: 133, 133c, 213"
263,"Fanning, Nathaniel, Narrative of the Adventures of an American Navy Officer Who Served During Part of the American Revolution under the Command of Captain John Paul Jones, Esq. (New York, 1806). [*685] IP: 213 [r 346, 685!], 317, 440d, 481e, 498a, 557?, 559 Faust","see 300, 477."
263a.,"""A Female Bobinson Crusoe,” Albany Evening Journal (3 Nov. 1853), 1, or Springfield Sunday Republican, vol. 10, no. 275 (22 Nov. 1853), 1. [*648a]","E: 648a, 686b 264."
-,"Fenelon, Francois de Salignac de La Mothe-, The Adventures of Telemachus, Son of Ulysses (1699). [Sealts #212]",MD: 229
265,"Fergusson, William, F.R.S.E., A System of Practical Surgery, 3d American ed. from the last English ed. (Philadelphia: Lea & Blanchard, 1848). [*491]",WJ: 491?; Unspec: 571?
*266.,"Field, David Dudley, ed., A History of the County of Berkshire, Massachusetts; in Two Parts. The First Being a General View of the County; the Second, an Account of the Several Towns. By Gentlemen in the County, Clergymen and Laymen (Pittsfield: Printed by S. W. Bush, 1829). [*Sealts #216]","ATT: 135!, 180a, 213, 257, 621; IP: 213, 317, 685!"
266a.,"Fielding, Henry, The Life of Jonathan Wild the Great (1743).","CM: 479a, 481c"
266b.,"Fielding, Hemy, Tom Jones, a Foundling (1749).","P: 551a; CM: 481e 267. “Fines for Swearing,” Sailors'"
-,Magazine (Jan. 1837). [*481],R: 481
-,"ses compositions gravees au trait (Paris: Librairie Plon, 1833). [*340]","M: 321, 340, 380; MD: 321, 340; P: 321!, 340, 380; Unspec: 188"
-,Fingal,see 467.
*268.,"FitzGerald, Edward, Polonius: A Collection of Wise Saws and Modern Instances (London: Pickering, 1852). [*Sealts #218]","BB: 183?; Unspec: 143, 442a"
*269.,"FitzGerald, Edward, Rubaiyat of Omar Khayyam, the Astronomer-Poet of Persia. Rendered into English Verse, 1st American from the 3d London ed. (Boston: Houghton, Osgood, 1878). [*Sealts #391; see also Sealts #392-93]","TIM: 512b; WW: 333!, 377b, 440f; MG: 489"
*270.,"FitzGerald, Edward, Works ... Reprinted from the Original Impressions, with Some Corrections Derived from His Own Annotated Copies (Boston: Houghton, Mifflin, 1887). [*Sealts #217]",WW: 333
271,"Fitzroy, Captain Robert, Narrative of the Surveying Voyages of H.M.S. Adventure and Beagle ... 1826-1836 (London, 1839) [Vol. Ill is Journal and Remarks by Charles Darwin]. [*133] 0:133; E:133",
272,"Flaxman, John, Compositions of John Flayman from the Divine Poem of Dante Alighieri (London, 1807). [*188]",P: 188
272a.,"Flaxman, John, Oeuvre complete de Flayman, Recueil des 273. “Fling Out the Banner! Let it Float” [hymn] (1842). [*489]",TIM: 489
274,"Flint, Timothy, A Condensed Geography and History of the Western States; or, The Mississippi Valley (Cincinnati, 1828) [or in one of its later retitled (The History and Geography of the Mississippi Valley) and slightly variant editions], [*705]","CM: 370!, 461a, 705 See also 43."
-,"Flint, Timothy, The History and Geography of the Mississippi Valley",see 274.
275,"Flint, Timothy, The Life and Adventures of Arthur Clenning (1828).",R: 212
276,"Flint, Timothy, Recollections of the Last Ten Years in The Mississippi Valley (1826).","CM: 370!, 705"
-,"""Flogging in the Navy”",see 452.
276a.,"Forbes, James, Memoirs (1813).",MD: 273b?
-,Oriental,
277,"Ford, John, 'Tis Pity She’s a Whore (1633).",P: 181
-,Fore-Top-Man,see 498.
-,Foreign Quarterly Review,see Westminster Review and Foreign
-,Quarterly Review.,
278,"Forster, John Remold, Observations Made during a Voyage round the World (London, 1778). [*190]","T: 148, 190 [r 215]; O: 148, 190 [r 215]; P: 148, 190 [r 215]"
*279.,"Forsyth, Joseph, Remarks on Antiquities, Arts, and Letters during an Excursion in Italy, in the Years 1802 and 1803, 3d ed. (London: Murray, 1824). [*Sealts #219]",Unspec: 200
-,"Fouque, la Motte-",see 432.
-,"Franco, Harry","see 77, 77a, 78."
*280.,"Franklin, Benjamin, The Works of Benjamin Franklin, ed. Jared Sparks (Boston, 1836-40). [*685]","R: 557; IP: 108, 346, 507a, 559, 685!; CM: 504b"
-,"Franklin, Sir John",see a.
281,"Fraser, James B., Historical and Descriptive Account of Persia, in Harper’s Family Library series (New York: Harper, 1842). [Sealts #211; *532]",MD: 532
-,Frithiofs Saga,see 693.
-,"Froissart, Ballads",see 161.
282,"Froissart, Jean, Chronicles of England, France and Spain, trans. John Bourchier, Lord Berners (1523-25); illus. ed. (New York, 1854). [*432]","MD: 165, 377c; BC: 432"
*283.,"Fuller, Thomas, The Holy State, and the Profane State. A New Edition. With Notes, by James Nichols (London: Tegg, 1841). [*Sealts #221]","WJ: 229, 301, 593; MD: 201, 229, 299, 301!, 364, 593; CM: 440c; Unspec: 123, 146"
284,"Fuller, Thomas, A Pisgahsight of Palestine (1650). P:181? G., W. A., Bibs and Trucks",see 752b.
286,"Gay, John, The Beggar’s Opera (1728).",F: 175; Unspec: 440e
287,"Gessner, Konrad, Historia animalium (Latin text, 1558; German text, 1563; woodcuts with brief captions, 1560). [*564]",MD: 564?
288,"Gessner, Salomon, The Death of Abel ... Translated from the German ... By Mrs. Collyer (London: Ridgway, 1843). [*Sealts #223a]",Unspec: 303
<289.,"Gibbon, Edward, The History of the Decline and Fall of the Roman Empire (1776, 1781, 1788). [Sealts #223b]","M: 143; MD: 436; CM: 254; C: 315; TIM: 143,166, 326, 377b, 393, 488a; Unspec: 532"
*290.,"Gilchrist, Alexander, Life of William Blake, 'Pictor Ignotus”. With Selections from His Poems and Other Writings, by the Late Alexander Gilchrist ... Illustrated from Blake’s Own Works, in Facsimile by W. J. Linton, and in Pho- tolithography; with a Few of Blake’s Original Plates (London: Macmillan, 1863). [Sealts #224; *119]",C: 119; TIM: 512b; Unspec: 119 See also 66.
291,"Gill, John, Exposition of the Old Testament (London, 1762-65; Philadelphia, 1815-18). [*506]",MD: 506
292,"Gillies, Robert Pearse, Tales of a Voyager to the Arctic Ocean (London, 1826). [*147]","MD: 147, 229"
-,"Gladwin, Francis",see 597.
293,"Glanvill, Joseph, The Vanity of Dogmatizing (1661).",CM: 262?
-,"the. Truth and Poetry: From My Own Life, trans. John Oxenford [Letters from Italy, trans. A. J. W. Morrison, are pp. 237-450 of vol. 2] (London: Bohn, 1848-49). [*HH; Sealts #228]","M: 178; MD: 181,182, 213, 229, 253, 345a, 397a, 407, 440e, 686b, 705a; P: 172b, 181, 345a, 631, 705a; WW: 440f; MG: 705a; Unspec: 100, 146, 303, 440e, 504d, 637a, 665, 705a??"
297,"Goethe, Johann Wolfgang von, “Die Braut von Corinth’’ [poem] (c. 1780).","M: 226?, 303?"
298,"Goethe, Johann Wolfgang von, Egmont (published in German, 1788; in English, 1841).","P: 181?, 303?"
-,"Gliddon, George R.",see 388.
294,"Gobat, Samuel, Journals of Three Years’ Residence in Abyssinia ([New York: Dodd, 1850?]). [*Sealts #224a]",Unspec: 333
-,God in Disease,see 577a.
299,"Goethe, Johann Wolfgang von, Faust (1808, 1832).","WJ: 146, 178, 253, 303, 705a; MD: 50, 131a, 139, 178, 229, 229a, 241, 253, 303, 334, 339, 476, 665, 705a;"
-,IP: 705a;,"BC: 285, 299; CM: 705a; BB: 476; Unspec: 705a"
-,"Godman, John D.",see 58.
*295.,"Godwin, William, The Adventures of Caleb Williams, or, Things as They Are ... Revised and Corrected. With a Memoir of the Author (London: Bentley, 1849). [*Sealts #225]","P: 181, 511c, 693b; BB: 187a, 438; Unspec: 187a, 380"
-,"Goethe, Johann Wolfgang von.","MD: 103; P: 178,181, 705a; Unspec: 178, 259, 283, 303, 637a"
<*296.,"Goethe, Johann Wolfgang von, The Auto-Biography of Goe¬",
*300.,"Goethe, Johann Wolfgang von, Iphigenia in Tauris. A Drama in Five Acts ... Translated from the German. By G. J. Adler, A.M. (New York: Appleton, 1850). [*Sealts #229]","Unspec: 303, 665?, 705a"
301,"Goethe, Johann Wolfgang von, Italian Journey (published in German, c. 1858; in English, 1892).","Unspec: 665?, 705a?"
-,"Goethe, Johann Wolfgang von, Letters from Italy",see 296.
302,"Goethe, Johann Wolfgang von, The Sorrows of Young Werther (1774).","P: 56, 440; CM: 254, 303, 440c"
*303.,"Goethe, Johann Wolfgang von, Die Wahlverwandtschaften in Goethe’s Werke ... Originalausgabe (Vienna: Kaulfuss & Armbruster, 1816-21), vol. 14. (*Sealts #227]",Unspec: 303?
304,"Goethe, Johann Wolfgang von, Wilhelm Meister’s Aprenticeship and Travels (translated into English by Carlyle in 1824). [Sealts #230]","P: 645?; Unspec: 146, 178, 303, 705a"
-,"Goethe, Johann Wolfgang von",see also 235.
*305.,"Goldsmith, Oliver, The Deserted Village (New York: Cassell, Petter, & Galpin, [187-?]). [*Sealts #231]",BB: 345
306,"Goldsmith, Oliver, Goldsmith’s Natural History, abridged for the use of schools, by Mrs. Pilkington (Philadelphia, 1829). [*229]",MD: 229
307,"Goldsmith, Oliver, History of the Earth and Animated Nature (London, 1774); Goldsmith’s History of the Earth and Animated Nature, abridged ed. (London, 1807). [*201]","T: 148, 571; M: 218; MD: 148, 199, 201, 229, 481d, 571; Unspec: 190 [r 215!]"
307a.,"Goldsmith, Traveller” (1764).",MD: 377c
-,"Oliver, ""The",
308,"Good, John Mason, The Book of Nature (1826).","T: 481d; O: 481d; M: 148, 190 [r 215], 481d; R: 384!; WJ: 148, 384, 481 d, 571; MP: 148?"
-,"Gray, Thomas.",M: 24
309,"Gray, Thomas, “The Bard” (1757).",P: 181
310,"Gray, Thomas, Correspondence of Thomas Gray in Thomas James Mathias, ed., The Works of Thomas Gray with Memoirs of His Life and Writings by William Mason (London, 1814), or John Mitford, ed., The Works of Thomas Gray (London, 1835^13). [*392]",E: 392
-,"""The Great Nation of Futurity”",see 531.
310a.,"Green, Jonathan H., An Exposure of the Arts and Miseries of Gambling (1843).",CM: 479a
310b.,"Green, Jonathan H., Gambling Unmasked! or the Personal Experience of J. H. Green, the Reformed Gambler (1844).",CM: 479a
-,"Greylock, Godfrey",see 650.
310c.,"Griswold, Rufus, obituary for Edgar Allan Poe, New-York Daily Tribune, vol. 9, no. 156 (9 Oct. 1849), 2. [*551a] P:551a? The Gulistan",see 597.
311,"Guthrie, G. J., A Treatise on Gun-Shot Wounds, on Injuries of Nerves, and on Wounds of the Extremities Requiring the Dijferent Operations of Amputation, in which The Various Methods of performing these Operations are shown, together with their Aftertreatment; and Containing an account of The Author’s successful Case of Amputation at the Hipjoint, 2d ed. (London: Burgess &",
315,"Hall, James, Letters from the West (1828).",CM: 254
315a.,"Hall, James, Notes on the Western States (1838).",CM: 504b
316,"Hall, James, The Romance of Western History (1857).",CM: 228?
317,"Hall, James, Sketches of History, Life, and Manners in the West (1834). Hill, 1820). [*491]","WJ: 491; Unspec: 571 CM: 179, 245!, 254!, 394, 440c, 487a, 504b, 664, 705"
-,Guzman de Alfarache,see 6.
318,"Hall, James, Wilderness and the Warpath (1846).","CM: 291a, 368"
319,"Halyard, Harry, The Doom of",
*311a.,"Habington, William, Habington’s Castara, with a Preface and Notes, by Charles A. Elton the Dolphin: or, The Sorceress of the Sea. A Tale of Love, Intrigue, and Mystery (1848). (Bristol: Gutch, [1812]). [*Sealts #236]",WW: 440f MD: 182?
-,Hadrian,see 160a.
319a.,"Halyard, Harry, Wharton the Whale-Killer! Or, The Pride of the Pacific. A Tale of the Ocean (1848).","MD: 147, 229 312."
-,"Hafiz, Shams-Ed-Din Muhammad.",C: 77; MG: 295; MP: 295
313,"Hakluyt, Richard, Principall Navigations, Voiages, and Discoveries of the English Nation (1589, 1598-1600).","MD: 182, 201"
313a.,"Hall, James, The Harpe's Head: A Legend of Kentucky (1833).",CM: 705
314,"Hall, James, Legends of the West (1832).",CM: 254
320,"Hamilton, Gail [pseud, of Abigail R. Dodge], “The Murder of Philip Spencer,” Cosmopolitan Magazine, in three installments beginning 7 (June 1889), 134. [*138]","BB: 138, 172a, 213, 441b, 458"
321,"Hamilton, Robert, Mammalia. Whale, cfee. (Edinburgh, 1843) in Sir William Jardine, ed., The Naturalist’s Library, vol. 8. [*182]",MD: 182?
-,Hammerlein or Thomas,see 417.
-,"Hammerken, Hampden, John, Jr.",see 375.
-,Hardenberg,see 737.
322,"Harington, James, The Commonwealth of Oceana (1656).",M: 32
322a.,"Harlan, Josiah, A Memoir of India and Avghanistaun (1842).",MD: 475a?
-,Harper’s Family Libraiy,"see 258, 281, 357, 594."
-,Harper’s New Monthly Magazine,"see 43b, 183a, 237a, 579a, 665, 714."
323,"Harris, John, Navigantium atque itinerantium bibliotheca; or, a Compleat Collection of Voyages and Travels (London, 1705). [*693a]","M: 226, 693a; MD: 165, 182, 201, 229, 333, 693a!; Unspec: 333, 530 See also 176."
-,Harry Martingale,see 35.
325,"Hart, Joseph C., Miriam Coffin; or, The Whale-Fishermen (1834).","MD: 96, 118!, 133!, 147, 159, 182, 201, 229, 274a, 334a, 345a, 487; CM: 487a, 544"
*326.,"Hart, Joseph C., The Romance of Yachting: Voyage the First (New York: Harper, 1848). [*Sealts #242]","WJ: 419; Unspec: 123, 212, 226, 229, 274a!"
*327.,"Hartley, David, Observations on Man, His Frame, His Duty, and His Expectations. In Two Parts [including vol. 3, Notes and Additions to Dr. Hartley’s Observations on Man; by Herman Andrew Pis- torius] (London: Johnson, 1801). [*Sealts #243; *226]","M: 226, 301, 318, 607; P: 181; Unspec: 129 [r 226], 143, 213, 686b"
-,Hawser Martingale,see 647.
-,"Hawthorne, Nathaniel.","HHM: 302; MD: 163a, 302, 666; P: 58, 163a; B: 576; JR: 163a; IMC: 163a; ATT: 163a; PT: 69, 666; CM: 163a; Unspec: 686b"
*328.,"Hawthorne, Nathaniel, The Blithedale Romance (Boston: Ticknor, Reed, &. Fields, 1852). [*Sealts #245]","P: 129, 139, 181, 481b; B: 487b; E: 621?; IP: 288; TIM: 587?; Unspec: 329."
-,"Hawthorne, Nathaniel, “Chiefly About War Matters, by a Peaceable Man,” Atlantic Monthly (July 1862). [*502]","BP: 405, 441b, 502, 679; JM: 441b"
*330.,"Hawthorne, Nathaniel, “Ethan Brand; or, The Unpardonable Sin,” Dollar Magazine, 7 (May 1851), 193-201. [*Sealts #189]","MD: 139, 182, 220, 229, 269, 279!, 302; P: 576c; B: 503; IP: 503; BT: 173?, 503; CM: 503?; Unspec: 99??, 100?? [r 102, 105, 242], 241"
*331.,"Hawthorne, Nathaniel, The House of the Seven Gables, a Romance (Boston: Ticknor, Reed, & Fields, 1851). [*Sealts #246]","WJ: 494; MD: 241, 481b, 487; P: 101, 139, 481b, 487b, 600; MG: 512b; Unspec: 129, 139, 152, 213, 291b, 343, 440e, 576"
*332.,"Hawthorne, Nathaniel, The Marble Faun: or, The Romance of Monte Beni (Boston: Ticknor &Fields, 1860). [*Sealts #247]","C: 315; BB: 172a, 291a; WW: 440f; Unspec: 139, 213"
*333.,"Hawthorne, Nathaniel, Mosses from an Old Manse (New York: Wiley &, Putnam, 1846). PSealts #248]","HHM: 123,129,152!, 158,181a, 182, 213, 213a, 236a, 242, 269, 291a, 291b, 334, 406, 440e, 447, 475, 487, 487b, 498, 511b, 534b, 581, 621, 661; MD: 182, 213, 229, 241!, 269, 291a, 334, 345a, 347a, 397a, 440e, 487, 487b, 567, 612; P: 139,181, 265, 576e, 622a, 693b; B: 447, 487b; E: 487b, 503?, 621; HF: 621?; LRM: 487b; PB: 517; BT: 487b, 503, 517, 576; BC: 230, 316a; IMC: 236a, 498, 517, 576; ATT: 498, 576; TP: 475, 487b, 493a, 511b, 517, 566; CM: 219!, 254, 265, 334, 487a, 504b, 591, 641, 705; TIM: 377b; BB: 139, 172a, 345; TT: 517; WW: 440f, 512b; MP: 512b; Unspec: 532, 567"
*334.,"Hawthorne, Nathaniel, Our Old Home. A Series of English Sketches (Boston: Ticknor & Fields, 1863). [*Sealts #249]",Unspec: 315
*335.,"Hawthorne, Nathaniel, Passages from the American Note-Books (Boston: Ticknor & Fields, 1868). [*Sealts #250] C:315? Italian Note-Books (Boston: Osgood, 1872). PSealts #252]",C: 315
<*338.,"Hawthorne, Nathaniel, The Scarlet Letter, a Romance (Boston: Ticknor, Beed, &, Fields, 1850). PSealts #253]","MD: 139, 229, 241, 269; P: 481b, 600, 651b, 693b; E: 487b, 503; TF: 621?; CM: 291, 503; C: 315?; BB: 345, 646a; MP: 512b; Unspec: 145, 291b, 661"
<*339.,"Hawthorne, Nathaniel, The Snow-Image, and Other TwiceTold Tales (Boston: Ticknor & Fields, 1865). PSealts #255]",P: 401? [r 446]; TF: 316a; TIM: 512b
*340.,"Hawthorne, Nathaniel, Tanglewood Tales, for Girls and Boys; Being a Second Wonder-Book (Boston: Ticknor, Reed, & Fields, 1853). PSealts #256]",BT: 547
