ID,"Source (Author, Title, & Details)",Melville Reference Codes
*107.,"Byron, George Gordon Noel Byron, Sixth Baron, Life of Lord Byron: With His Letters and Journals, by Thomas Moore, and The Poetical Works (Boston: Little, Brown, [1853?]). [*Sealts #369 and 112]","F: 100, 238, 380; FI: 212!, 333; F2: 212!; T: 8; RE: 229, 433; M: 213, 226, 440, 488; RP: 212; R: 212, 229, 433; WJ: 181, 433; MD: 165, 229, 229a, 292, 433, 481e; P: 181!, 409, 481b, 511c!, 551a, 576b; C: 238, 315, 499a, 504a; TIM: 377b, 489; Unspec: 238!, 440e, 686b"
*108.,"Byron, John, The Narrative of the Honourable John Byron Containing an Account of the Great Distresses Suffered by Himself and His Companions on the Coast of Patagonia, from the Year 1740, till Their Arrival in England,",
1746,"With a Description of St. Jago de Chili, and the Manners and Customs of the Inhabitants. Also a Relation of the Loss of the Wager, Man of War, One of Admiral Anson’s Squadron. Written by Himself 2d ed. (London: Baker & Leigh, 1768). [*Sealts #113]",T: 7; Unspec: 571
*112.,"Camoens, Luis de, Poems, from the Portuguese of Luis de Camoens. With Remarks on His Life and Writings. Notes, etc. etc., by Lord Viscount Strangford, new ed. (London: Carpenter, 1824). [*Sealts #116]","C: 488a; BB: 166, 345; MP: 651; Unspec: 213, 651; see also 111. above."
112b.,"Campbell, Thomas, “Battle of the Baltic,” in The Poetical Works of Thomas Campbell, ed. W. A. Hill (London, 1854), pp. 11114. [*633a]",BB: 633a
*109.,"Calderon de la Barca, Pedro, Three Dramas of Calderon, from the Spanish. Love the Greatest Enchantment, The Sorceries of Sin, and The Devotion of the Cross, by Denis Florence MacCarthy (Dublin: Kelly, 1870). [*Sealts #114]","Unspec: 236, 266, 303 110."
-,"Callot, Jacques.",P: 59?
111,"Camoens, Luis de, The Lusiad; or Discovery of India, trans. William Mickle [*651] (1776). In Alexander Chalmers, The Works of the English Poets from Chaucer to Cowper, vol. 21 (London, 1810). [*182]","WJ: 100, 166, 182, 198, 229, 229a, 345, 416, 419, 651; MD: 182, 198, 229, 297, 651; TIM: 377b; BB: 166;"
-,"MP: 100, 166, 198, 229a, 377b; Unspec: 100; see also 112. below. See also 498b.",
112a.,"Campbell, John, Lives of the British Admirals; The Naval History continued to the year 1777 by Dr. Birkenhout. A New Edition revised and corrected by Henry Bedhead Yorke, Esq., 8 vols. (London, 1812-17). [*172a]",BB: 172a
112c.,"Campbell, Thomas, “DeathBoat of Heligoland” (1828).",MD: 141a?
*113.,"Campbell, Thomas, The Pleasures of Hope, and Other Poems (New York: Longworth, 1811). [*Sealts #118] FI: 212 Carlyle, Thomas.","M: 18, 27, 30, 139, 181a, 366; B: 576a; WJ: 45, 576a; MD: 48, 49, 50, 51, 93, 139!, 172b, 181, 576a; P: 57, 124, 139, 172b, 181, 283, 504, 576a; CM: 576a; Unspec: 92, 146, 251, 283, 366, 499b"
113a.,"Carlyle, Thomas, Critical and Miscellaneous Essays, vol. 5 of The Modern British Essayists Sources 113a-122 ([Philadelphia: Carey & Hart, 1847-49?]). [*Sealts #359]",WJ: 576a; MD: 297a; Unspec: 440e
114,"Carlyle, Thomas, essays in Edinburgh Review: “Jean Paul Friedrich Richter” (1827, no. 91); ‘‘The State of German Literature” (1827, no. 92); ‘‘Bums” (1828, no. 96); ‘‘Signs of the Times” (1829, no. 98); “Characteristics” (1831, no. 108). [*366]","WJ: 576a; PB: 576a; BT: 576a; Unspec: 366, 576a"
115,"Carlyle, Thomas, The French Revolution, A History (1837).","WJ: 416, 576a; MD: 165, 172b, 229, 229a, 345, 345a, 366, 576a; P: 104a; CM: 229, 345, 576a; C: 315; BB: 229, 345, 576a"
*116.,"Carlyle, Thomas, trans., German Romance: Specimens of Its Chief Authors; with Biographical and Critical Notices (Boston: Munro, 1841). [*Sealts #121]","Unspec: 187a, 303"
116a.,"Carlyle, Thomas, Life Schiller (1823-24, 1825).",Unspec: 705a?
-,of,
117,"Carlyle, Thomas, On Heroes, Hero-Worship, and the Heroic in History. Siy Lectures: Reported, with Emendations and Additions by Thomas Carlyle (New York: Appleton, 1841; or New York: Wiley & Putnam, 1846). [*Sealts #122]","MD: 211, 229, 229a, 449, 576a; P: 181?, 211, 229; B: 421b?; CM: 229a, 254, BB: 211"
118,"Carlyle, Thomas, Past and Present (1843).",R: 366
<119.,"Carlyle, Thomas, Sartor Resartus: The Life and Opinions of Herr Teufelsdrockh (Boston: Munroe, 1840; or New York: Wiley & Putnam, 1847). [*Sealts #123]","M: 28, 139, 211, 226, 265, 318, 366!, 440, 576a; R: 211, 366, 576a; WJ: 229a, 366, 491, 567, 576a; HHM: 229, 366, 406, 576a; MD: 139, 172b, 213, 229, 229a, 265, 292, 318, 345a, 366!, 366a, 375, 377c [r 501], 440!, 462c, 481c, 487, 493, 505, 534c, 576a, 602, 615, 665, 669; P: 104a, 139, 181, 213, 265, 366, 440!, 511c!, 665; B: 421b, 440, 576a; CDD: 440;"
-,IP: 440;,"CM: 440, 576a; C: 211, 213;"
-,TT: 576a;,"Unspec: 146, 229a, 686b"
-,"Carlyle, Thomas",see also 723b.
120,"Carteret, Philip, An Account of a Voyage round the World, in the years MDCCLXVI, MDCCLXVII, MDCCLXVIII, and MDCCLXIX (1773).",T: 7
-,"Cary, Henry","see 747a, 747b."
121,"Cellini, Benvenuto, The Life of Benvenuto Cellini by Himself (1730).",MD: 534; BT: 534
<*122.,"Cervantes Saavedra, Miguel de, Don Qpiyote de la Mancha. Translated from the Spanish of Miguel de Cervantes Saavedra, by Charles Jarvis, Esq. Carefully Revised and Corrected. With Numerous Illustrations by Tony Johannot (Philadelphia: Blanchard &, Lea, 1853). [*Sealts #125; see also Sealts #124]","T: 488c; M: 488c; WJ: 167; MD: 167, 229, 236, 488c, 512a; P: 486a, 576b, 622a; BC: 167; TP: 167, 488c, 621; CM: 213, 254, 334, 442a, 686a!, 705; C: 315; MP: 167, 377b, 686a; Unspec: 100, 164, 229, 236, 266, 621"
-,"Chalmers, 498b. Alexander","see 111,"
*123.,"Chambers, Ephraim, Cyclopaedia: or; An Universal Dictionary of Arts and Sciences (London: Knapton [etc.], 1728). [*Sealts #128; see also Sealts #128b]","M: 213, 226!, 441, 670; WJ: 670; MD: 481d, 657a, 670; C: 670; BB: 670; Unspec: 223"
124,"Chambers, Robert, Vestiges of the Natural History of Creation, Fourth Edition, from the Third London Edition, Greatly Amended by the Author (New York: Wiley & Putnam, 1846). [*215]","M: 148, 190 [r 215 [r 571?], 226], 215, 459a, 571"
124a.,"Chambers, Robert and William, Chambers’s Edinburgh Journal (London, 1833-44; Edinburgh, 1844-54) [Melville’s holding: vol. 5, no. 121 (25 April 1846) only?]. [*Sealts #128a]",Unspec: 459a
124b.,"Chambers’s Miscellany of Useful and Entertaining Knowledge (Boston, [1847—48?]). [*273b]",MD: 273b?
*125.,"Chamisso, Adelbert von, Peter Schlemihl... Translated by Sir John Bowring ... With Plates by George Cruikshank, 3d ed. (New York: Denham, 1874). PSealts #129]","Unspec: 139, 303, 442a"
126,"Channing, William Ellery, “The African Character” in The Anti-Slavery Picknick.A Collection of Speeches, Poems, Dialogues and Songs; Intended for Use in Schools and Anti-Slavery Meetings, ed. John A. Collins (Boston, 1842), pp. 56-58. [*482]",BC: 482
*127.,"Channing, William Ellery, The Works ... Eighth Complete Edition, with an Introduction (Boston: Munroe, 1848). [*Sealts #130]",Unspec: 200
*128.,"Chapone, Hester Mulso, Letters on the Improvement of the Mind. Addressed to a Lady (Boston: Wells & Wait, 1809). [*Sealts #132]",Unspec: 200
129,"""Characters in Bleak House,” Putnam’s Monthly Magazine, 2 (Nov. 1853), 558-62. [Sealts #413; *660]",CM: 660!
*130.,"Chase, Owen, Narrative of the Most Extraordinary and Distressing Shipwreck of the WhaleShip Essex, of Nantucket; Which Was Attacked and Finally Destroyed by a Large SpermacetiWhale, in the Pacific Ocean; with an Account of the Unparalleled Sujferings of the Captain and Crew (New York: Gilley, 1821). [*Sealts #134; see also Sealts #133]","MD: 84, 96, 120!, 133d, 147, 164, 165, 176a, 182, 198, 201, 229, 246, 254a, 291a, 345a, 377c, 395, 440e, 487, 507, 674a!; B: 674a?; C: 176a, 246, 291a, 315, 377b, 674a!; Unspec: 133, 164, 213, 214, 440e, 674a!, 686b"
-,Sources 130a-138,
130a.,"Chateaubriand, FrancoisAuguste-Rene de, Vicomte, Rene: A Tale Translated from the French of Mons. F. A. De Chateaubriand (Boston: Cummings & Hilliard, 1815) [first American translation]. [*711] B: 711?",
131,"Chateaubriand, Francois-Auguste-Rene de, Vicomte, Travels in Greece, Palestine, Egypt, and Barbary, During the Years 1806 and 1807, trans. F. Shobert (New York, 1814). [*315]","C: 315!, 333, 441b"
*132.,"Chatterton, Thomas, The Poetical Works ... With Notices of His Life, History of the Rowley Controversy, a Selection of His Letters, and Notes Critical and Explanatory (Cambridge: Grant, 1842). [*Sealts #137]","R: 35; Unspec: 200, 213, 442a"
-,‘‘The Mynstrelle Songe from Aella”:,"E: 109, 134, 173, 213, 379, 428"
<*133.,"Chaucer, Geoffrey, Poetical Works ... Edited with a Memoir by Robert Bell (London: Parker, 1854-56). [*Sealts #138; see also Sealts #139-41]","WJ: 254; CDD: 316a; CM: 254; C: 148a, 213a, 315, 377a; see also 134."
-,below,
*134.,"Chaucer, Geoffrey, The Riches of Chaucer, in Which His Impurities Have Been Expunged, His Spelling Modernised ... Obsolete Terms Explained. Also Have Been Added a Few Explanatory Notes, and a New Memoir of the Poet, by C. C. Clarke (London: Wilson, 1835). [*Sealts #141; see also Sealts #138-40]",LRM: 520; C: 315; WW: 440f; see al
-,"so 133. above 135. Cheesebrough, Caroline, ‘‘Magnetic Influences,’’ Knickerbocker, 37 (May 1851), 430^11. [*512]",P: 512?
136,"Cheever, Henry T., The Whale and His Captors; or, The Whaleman’s Adventures, and the Whale’s Biography, as Gathered on the Homeward Cruise of the ""Commodore Preble’’ (New York: Harper & Brothers, 1849 or 1850). [*RDM; *182]","MD: 123 [r 200], 147, 182, 189, 198, 199, 201!, 229, 487, 510"
137,"Chesterfield, Philip Dormer Stanhope, Fourth Earl of, Letters Written by the Late Right Honourable Philip Dormer Stanhope Earl of Chesterfield to His Son; with Some Account of His Life (New York: C. A. Hinkley, 1824). [*212] FI: 212",
*138.,"Chesterfield, Philip Dormer Stanhope, Fourth Earl of, Principles of Politeness, and of Knowing the World ... Methodised and Digested under Distinct Heads, with Additions, by the Rev. Dr. John Trusler ... To Which Is Now First Annexed a Father’s Legacy to His Daughters: By the Late Dr. Gregory, of Edinburgh (Portsmouth, N.H.: Printed by Melcher &, Osbourne, 1786). [*Sealts #142]",F: 100; FI: 212
*139.,"Child, Francis Janies, ed., English and Scottish Ballads (Boston: Little, Brown, 1854-57). TSealts #143]","BP: 304; Unspec: 315, 382"
-,‘‘Sir Patrick Spens”:,"JM: 441b,"
-,"Childers, R. C.",see 469a.
140,"The China Aster, or Youth's Book of Varieties (Portland, Maine: S. H. Colesworthy, 184551). [*629]",CM: 629
-,"Jesus Christ, with a Commentary and Critical Notes by Adam Clarke (New York: Carlton &, Porter, 1832). [*503a]",CM: 503a
144,"Clarke, Marcus Andrew Hislop, For the Term of His Natural Life ([London: Bentley, 1885?]). [*Sealts #146]",BB: 247
-,"Clemens, Samuel Langhorne",see Mark Twain.
-,Chowder Controversy,"see 77a, 747a, 747b."
145,"Clough, Arthur Hugh.",C: 78
-,Chretien de Troyes,see 720.
145a.,Cocke Lorell’s Bote teenth century).,CM: 330a?
141,"Churchill, John and Awnsham, Collection of Voyages and Travels (London, 1732). [*530]","M: 530?; MD: 530?, 532?"
142,"Cicero, Marcus Tullius, De divinatione [in Classical Library, vols. 8—10, The Orations Translated by Duncan, the Offices by Cockman, and the Cato and Laelius by Melmoth (New York: Harper, [18—])?]. [*Sealts #147]",MD: 445; B: 619a?
-,Circumnavigation of the Globe,see 357.
143,"Clark, Lewis G„ “Editor’s Table,” Knickerbocker, 33 (March 1849), 267-68. [*452]",MD: 452
143a.,"Clarke, Adam, Commentary, 8 vols. (1810-26; reprinted in 6 vols., 1851). [*503a]",CM: 503a
143b.,"Clarke, Adam, The New Testament of our Lord and Saviour (six¬",
*146.,"Codman, John, Sailors’ Life and Sailors' Yarns, by Captain Ringbolt [pseud.] (New York: Francis, 1847). [*Sealts #149]","RE: 212, 334a, 614, 699!; R: 212 [r 699], 377b, 614; WJ: 662a; JM: 377b?"
-,"Coleridge, Samuel Taylor.","F: 100; M: 301; WJ: 146, 283; MD:"
146,283;,"BB: 146, 283; Unspec: 283"
147,"Coleridge, Samuel Taylor, Biographia Literaria; or, Biographical Sketches of My Literary Life and Opinions, from the Second London Edition (New York: Wiley &, Putnam, 1847 or 1848). [*Sealts #154]","WJ: 143, 252; MD: 252, 675; P: 675; C: 315; TIM: 336, 377b; Unspec: 213, 226, 378, 440a, 600c, 675"
147a.,"Coleridge, Samuel Taylor, “The Eolian Harp” (1796).",P: 561b
148,"Coleridge, Samuel Taylor, “Kubla Khan, a Vision in a Dream” (1816).","BP: 441b, 556; WW: 489?"
<*149.,"Coleridge, Samuel Taylor, Notes and Lectures upon Shakespeare and Some of the Old Poets and Dramatists; with Other Literary Remains, ed. Mrs. H. N. Coleridge (London: Pickering, 1849). [*Sealts #155]","MD: 137!, 213, 249, 345a, 487, 602, 677; P: 172b; CM: 686a; Unspec: 314, 378, 440a"
150,"Coleridge, Samuel Taylor, “The Rime of the Ancient Mariner” (1798).","M: 20; WJ: 491!; MD: 53, 182, 229, 291b, 314, 334, 445, 465, 590, 618!; E: 503; BC: 314; CM: 71; JM: 512b"
151,"Coleridge, Samuel Taylor, Specimens of the Table-Talk of S. T. Coleridge (New York, 1835). [*143]",P: 143
152,"Coleridge, Samuel ""To Genevieve” (1794). FI: 212 Taylor, Collingwood, G. L. Newnham",see 397.
-,"Collins, John A.",see 126.
<*153.,"Collins, William, The Poetical Works (Boston: Little, Brown, 1854). [*Sealts #156; see also Sealts #464]","E: 109, 134, 173, 213, 379, 428"
*154.,"Colnett, Captain James, A Voyage to the South Atlantic and round Cape Horn into the Pacific Ocean, for the Purpose of Extending the Spermaceti Whale Fisheries, and other Objects of Commerce, by ascertaining the Ports, Bays, Harbours, and Anchoring Births, in Certain Islands and Coasts in those Seas at which the Ships of the British Merchants might be Refitted. (London: W. Bennett, 1798). [*MKB]","MD: 109, 147!, 165, 182, 201!, 229, 696; E: 109!, 133,134!, 173, 213, 387, 392, 421, 696!"
-,Colt Murder Case,see 237a.
155,"Colton, George H., Tecumseh (1842). [*229]",R: 229; MD: 229
*156.,"""The Compensation Office,” Putnam’s Monthly Magazine, 5 (May 1855), 459-68. [*Sealts #413]",CM: 213
-,"Comstock, Samuel","see 156c, 157."
156a.,"Comstock, William, abridgement of A Voyage to the Pacific in Evangelical Magazine and Gospel Advocate [Utica, NY], 15 (19 April 1841), 124-25. [*605]","MD: 605, 720"
156b.,"Comstock, William, ""The Art of Whaling,” Boston Pearl and Literary Gazette, 4 (18 July 1835), 359; (25 July 1835), 369-70; and ""Whaling in the Pacific,” Boston Pearl and Literary Gazette, 4 (1 Aug. 1835), 377-79; (8 Aug. 1835), 384-85; (15 Aug. 1835), 392-93; (22 Aug. 1835), 400-401; (29 Aug. 1835), 408-9; and (5 Sept. 1835),",
415,[*720],MD: 720
156c.,"Comstock, William, The Life of Samuel Comstock, the Bloody Sources 156c-163 Mutineer (Boston: 1845). [*461d]",MD: 461d
-,"Blanchard,",
157,"Comstock, William, The Life of Samuel Comstock, the Terrible Whaleman. Containing an Account of the Mutiny, and Massacre of the Officers of the Ship Globe, of Nantucket; with His Subsequent Adventures, and His Being Shot at the Mulgrave Islands. Also, Lieutenant Percival’s Voyage in Search of the Survivors (Boston: James Fisher, 1840). [*461d]","MD: 147, 461d"
158,"Comstock, William, A Voyage to the Pacific, Descriptive of the Customs, Usages, and Sufferings on Board of Nantucket WhaleShips (Boston: Oliver L. Perkins, 1838). [*605]","MD: 605, 720 See also 156a."
-,"Comstock, William, ""Whaling in the Pacific”",see 158a.
158a.,"Comstock, William, ""Whaling in the South Pacific. Encounter with a White Whale,” Nantucket Daily Telegraph, 1 (7 Aug. 1843),",
1,[*461d],"MD: 461d, 720"
-,"Confidence Man: 29a, 373a, 529, 754. "" ‘The Confidence Man’ on a large Scale,” New York Herald (11 July 1849)",see 373a.
159,"Cook, Captain James A., A Collection of Voyages round the World . .. Containing a Complete Historical Account of Captain Cook’s Voyages (London, 1790). [*201]","T: 5, 7; O: 15, 133, 201; M: 29, 32, 201; MD: 201; Unspec: 228; see al¬"
-,so 160. below,
159a.,"Cook, Captain James A., Journals (1773, 1777, 1784). M:576d?",
160,"Cook, Captain James A., A Voyage to the Pacific for Making Discoveries in the Northern Hemisphere [1776-1780], 2d ed. (London, 1785). [*229]",MD: 229
160a.,"Cooke, George, engravings of Hadrian and Antoninus Pius from Historic Gallery of Portraits and Paintings, vol. 3 (London, 1807-11). [*377b]",TIM: 377b
*161.,"Cooke, Philip Pendleton, Froissart Ballads, and Other Poems (Philadelphia: Carey & Hart, 1847). [*Sealts #158]","M: 213, 226"
-,"Cooper, James Fenimore.","T: 251; O: 9; RSL: 129; MD 249; P: 551a; CM: 254; Unspec: 100, 129, 212, 251"
162,"Cooper, James Fenimore, Afloat and Ashore; or the Adventures of Miles Wallingford (1844).",R: 511; P: 181?; BC: 537?
*163.,"Cooper, James Fenimore, The History of the Navy of the United States of America (New York: G. P. Putnam, 1853), 3 vols. in",
1,"[*682] IP: 108, 346, 682, 685!",
164,"Cooper, James Fenimore, Homeward Bound: Or, The Chase. A Tale of the Sea (1838).","MD: 413?; CM: 244?, 395a?"
164a.,"Cooper, James Fenimore, The Littlepage Manuscripts [Satanstoe (1845), The Chainbearer (1845), and The Redskins (1846)].","P: 481b, 576b"
165,"Cooper, James The Monikins (1835).","M: 18, 481c"
-,"Fenimore,",
166,"Cooper, James Fenimore, The Pathfinder; or, The Inland Sea (1840).",MD: 394?
167,"Cooper, James Fenimore, The Pilot; A Tale of the Sea (1824).","MD: 110, 229; Unspec: 110?"
167a.,"Cooper, James Fenimore, The Pioneers; or, The Sources of the Susquehanna (1823).",CM: 487a; BB: 441b
168,"Cooper, James Fenimore, The Prairie; A Tale (1827). [Sealts #158a]","MD: 229, 420; Unspec: 181, 499b"
169,"Cooper, James Fenimore, Proceedings of the Naval Court Martial in the Case of Alexander Slidell Mackenzie, A Commander in the Navy of the United States, <$cc. Including the Charges and Specifications of Charges, Preferred Against Him by the Secretary of the Navy. To Which is Annexed, An Elaborate Review (New York: Langley, 1844).","WJ: 216, 490; BB: 138, 172a, 481b,"
<*170.,"Cooper, James Fenimore, The Red Rover. A Tale (New York: Putnam, 1849). [*Sealts #159]","T: 511?; O: 10; WJ: 440e, 511; TBB: 110, 123, 212, 213, 334a, 511; MD: 213, 334a, 345a, 440e, 481b, 487, 511; IP: 345a?; BB: 345; Unspec: 212, 213, 440e"
<*171.,"Cooper, James Fenimore, The Sea Lions; or, The Lost Sealers (New York: Stringer & Townsend, 1849). [*Sealts #160]","T: 481c; RSL: 110, 123, 129, 146, 334a, 511!, 651b; WJ: 416; MD: 146, 334a!, 511; P: 481b; Unspec: 499b"
172,"Cooper, James Fenimore, The Two Admirals. A Tale (1842).",BB: 345
173,"Cooper, James Fenimore, The Wing-and-Wing, or Le FeuFollet; A Tale (1842).",BB: 345
173a.,"Cooper, James Fenimore, Wyandotte, or The Hutted Knoll (1843).",P: 481b
-,"Cooper, James Fenimore",see also 181a.
174,"Corcoran, Denis, Pickings from the Portfolio of the Reporter of the New Orleans “Picayune” (Philadelphia: Peterson, 1846). [*548]",CM: 548
-,Cornhill Review,see 458b.
-,Cosmopolitan Magazine,see 320.
175,"Coulter, John, Adventures in the Pacific (Dublin, 1845).","E: 109, 379, 428"
-,"Coulter, John",see also 3b.
176,"Cowley, Captain [Ambrose], ""Cowley’s Voyage Round the Globe” in William Hacke’s A Collection of Original Voyages (London, 1699), pp. 1—[48]; also appeared in John Harris’s Navigantium atque iterantium bibliotheca (London, 1744), 1, 77-84. [*201]; or “Captain Ambrose Cowley’s ‘Voyage Round the Globe [1683-1686],’ ” in A Collection of Voyages (London: J. & J. Knapton, 1729), vol. 4. [*229]","E: 109, 134, 201, 213, 421, 571; MD: 201, 229"
177,"Cowper, William, Poems (1782). [Sealts #161]","MD: 202, 229, 552"
-,“The Castaway” (written shortly before Cowper’s death in 1800):,"MD: 202, 229"
178,"Crevecoeur, J. Hector St. John de, Letters from an American Farmer (1782).",MD: 229? 179.
-,"Croly, (1829). C:652? George, Salathiel",
*180.,"Cruchley, George Frederick, Cruchley’s Picture of London, Comprising the History; Rise, and Progress of the Metropolis to the Present Period ... A Route for Viewing the Whole in Seven Days: To Which Is Annexed a New and Superior Map, 11th ed. (London: Cruchley, 1847). [*Sealts #166]",PMP: 500b; Unspec: 685
181,A Cruise in a Whale-Boat (1849).,MD: 147
181a.,"The Cruise of the Somers: Illustrative of the Despotism of the Quarter-Deck; and of the Unmanly Conduct of Captain Mackenzie (New York, 1844) [mistakenly attributed to James Fenimore Cooper], [*172a]","BB: 172a, 229a"
182,"Cuffe, Paul, Narrative of the Life and Adventure of Paul Cuffe, a Pequot Indian: During Thirty Years Spent at Sea, and in Travelling in Foreign Lands (Vernon, N.Y., 1839). [*210]",MD: 210?
-,"Cummins, John",see 90.
183,"Cunningham, Allan, The Songs of Scotland, Ancient and Modern (1825).","CM: 254, 440c, 487a"
183a.,"Curtis, George William, “Easy Chair” editorial essays, Harper’s. [*461a; Sealts #240]","CM: 461a, 705"
184,"Curzon, Robert, Visit to the Monasteries of the Levant (1849).",C: 315 185.
-,"Cuvier, Frederick, De I’histoire naturelle des cetaces, ou recueil et eyamen desfaits dont se compose I’histoire naturelle de ces animauy (Paris, 1836). [*182]","MD: 148?, 182?"
<*186.,"Cuvier, Georges, Baron, The Animal Kingdom Arranged in Conformity with Its Organization, by the Baron Cuvier . .. With Additional Descriptions of All the Species Hitherto Named, and of Many Not Before Noticed, by Edward Griffith ... and Others (London: Whittaker, 1827-43), vol. 10. [*Sealts #171]","T: 7, 148; M: 148?, 571?; MD: 148, 165, 182?, 201!, 229 187."
-,"Cyrano de Bergerac, Savinien, The Comical History of the States and Empires of the Worlds of the Moon and Sun, Newly Englished by A. Lovell ([London: Rhodes, 1687?]). [*Sealts #172]",MD: 229?
187a.,"Dampier, William, A Collection of Voyages (London, 1729). [*693a]",MD: 693a
188,"Dampier, William, A New Voyage round the World (London, 1697).",E: 421
188a.,"Dampier, William, Voyages and Descriptions (London, 1699).","MD: 182, 201"
188b.,"Dana, Richard Henry, Jr., The Seaman's Friend (1841).",R: 709!
*189.,"Dana, Richard Henry, Jr., TVvo Years before the Mast. A Personal Narrative of Life at Sea (New York: Harper, 1840). [*Sealts #173]","T: 3; O: 11, 382, 394?; R: 35, 312!; WJ: 46, 47, 126, 133, 250!, 312!, 416, 440e, 490, 491!; MD: 182, 229, 394?, 440e; JM: 250; BB: 312; Unspec: 80, 80a [r 84, 126], 81, 100 [r 126], 133c, 198, 212, 213, 291b, 440e, 481c"
189a.,"Dana, Richard Henry, Jr., Two Years before the Mast, rev. ed. (1869). [*250]","BB: 250!, 345"
*190.,"Dante Alighieri, The Vision; or Hell, Purgatory, and Paradise, trans. Rev. Henry Francis Cary (London: Henry G. Bohn, 1847). [Sealts #174; *719]","M: 113, 188, 226, 229a, 273b, 340, 380, 417, 576d, 686b; R: 196; WJ: 188; MD: 148a, 188, 229, 340, 377c; P: 95, 146, 172b, 179, 181, 188!, 196"
-,"[r 205], 205, 229a, 321!, 324!, 340, 367, 380, 417, 439a, 457, 463b, 504, 551a, 576b, 576e;","E: 379, 428, 619;"
-,IP: 181a;,"PB: 621; C: 179, 188, 196, 315, 441b, 461b, 512b; BB: 188; WW: 489; Unspec: 213, 719!"
190a.,"Darwin, Charles, The Descent of Man (1871). MP: 512b",
<*191.,"Darwin, Charles, Journal of Researches into the Natural History and Geology of the Countries Visited during the Voyage of H.M.S. Beagle round the World, under the Command of Capt. Fitz Roy, R.N. (New York: Harper, 1846). [*Sealts #175]","T: 228?; M: 218?; MD: 148, 201, 229, 451, 475b, 571; E: 148, 228, 379, 421, 428, 451!, 459a!, 475b, 604; C: 148, 228, 315; Unspec: 226"
-,"Darwin, Charles",see also 271.
*192.,"D Avenant, Sir William, The Works (London: Herringman, 1673). USealts #176]",MD: 229
193,"Davidson, Lucretia Maria, Amir Khan and Other Poems: The Remains of Lucretia Maria David- son, who died at Plattsburgh, N.Y. August 27,1825, aged 16years and 11 Months. With a Biographical Sketch by Samuel F. B. Morse (New York, 1829). [*333] F2:333",
194,"Day, Jeremiah, The Mathematical Principles of Navigation and Surveying (1817).","Unspec: 627 195. “The Dead-Letter Office,”"
-,"Washington National Intelligencer (9 Oct. 1852). [*515] B: 515 spheres: Comprising Three Voyages Round the World; Together with a Voyage of Survey and Discovery, in the Pacific Ocean and Oriental Islands (Boston: Printed by E. G. House, for the Author, 1817). [*98]","T: 572?; WJ: 421; E: 134, 379, 421, 428; BC: 98!, 100, 129, 172!, 173, 180a, 198, 213, 224 [r 240], 240, 249a, 257a, 285, 299, 329, 358, 404, 415!, 421, 481e, 511b, 557a, 559, 572, 576, 610, 621, 642a, 646, 662b, 697; CM: 504b"
-,Delirium Tremens,see 65.
-,Dead Letters,"see 195, 573, 731."
-,Decameron,see 67.
-,"Defoe, Daniel, The Fortunate Mistress",see 197.
196,"Defoe, Daniel, The Life and Strange Surprising Adventures of Robinson Crusoe (1719).","T: 2, 4, 13, 53, 512c; O: 13, 15, 100; M: 19, 21, 25, 301; R: 35, 39, 40, 41, 43, 44; E: 66"
197,"Defoe, Daniel, Royana, or the Fortunate Mistress (1724). [Sealts #177]",Unspec: 213
-,"Defoe, Daniel",see also 588.
198,"DeForest, John William, Oriental Acquaintance: in a Series of Letters from Asia Minor (1856).",C: 315
199,"Dekker, Thomas, Old Fortunatus (1600).",WJ: 513
*200.,"Delano, Amasa, A Narrative of Voyages and Travels, in the Northern and Southern HemiDemocratic Press, and Lansingburgh Advertiser",see 770.
-,Democratic Review,see United
-,"States Magazine, and Democratic Review.",
201,"Denon, Vivant, Travels in Upper and Lower Egypt, trans. from French (New York, 1803). [*229]","MD: 165, 229"
202,"De Quincey, Thomas, Autobiographic Sketches (1834-53).",P: 181
203,"De Quincey, Thomas, Confessions of an English Opium Eater (1822). [Sealts #180]","MD: 95, 229, 291b, 397a?, 422, 534c, 680; P: 104a, 181, 481c; IP: 345a; C: 377b; Unspec: 100, 123, 211, 213, 261, 550"
204,"De Quincey, Thomas, “The English Mail-Coach, Or The Glory of Motion,” Blackwood’s Edinburgh Magazine, 66 (Oct. 1849). [*261]",MD: 261?
-,"De Quincey, Thomas, Suspiria de Profundis",see 203 [bound in with
-,Confessions of an English Opium Eater).,
205,"De Quincey, Thomas, ""The Vision of Sudden Death,” Blackwood’s Edinburgh Magazine, 66 (Dec. 1849), 741-55; ""Childhood’s Dream of Terror” passage from above quoted in Literary World, 6 (5 Jan. 1850), 13.","MD: 229?, 261?"
206,"De Sacy, Antoine-Isaac Silvestre, ""Memoire sur la Dynastie des Assassins, et sur l’Etymologie de leur Nom,” in Memoire de I’lnstitut Royal, Classe d’histoire et de litterature ancienne (Paris, 1818), 4, 1-84. [*273]",MD: 273? [r 478]
-,"de Sevigne, Marie","see Sevigne,"
-,"Marie (de Rabutin-Chantal), Marquise de. de Stael, Madame","see Stael-Holstein,"
-,"Anne-Louise-Germaine (Necker), Baronne de. 206a. de Tocqueville, Alexis Charles Maurice Henri Clerel, Democracy in America (1835, 1840).","C: 461b?, 512b? 207."
-,"D’Holbach, Baron.",M: 31
-,"Paul Henri,",
